Accession	Name	Source Database	Type	Integrated Into	Integrated Signatures	GO Terms
IPR001029	Flagellin, D0/D1 domain	interpro	domain		PF00700,PF00669	GO:0005198,GO:0071973
IPR001030	Aconitase/3-isopropylmalate dehydratase large subunit, alpha/beta/alpha domain	interpro	domain		PF00330,PR00415	
IPR001031	Thioesterase	interpro	domain		PF00975	GO:0016788,GO:0009058
IPR001034	DeoR-type HTH domain	interpro	domain		PR00037,SM00420,PF08220,PS51000	GO:0003700,GO:0006355
IPR001037	Integrase, C-terminal, retroviral	interpro	domain		PF00552,PS51027	GO:0003676
IPR001039	MHC class I alpha chain, alpha1 alpha2 domains	interpro	domain		PR01638	
IPR001041	2Fe-2S ferredoxin-type iron-sulfur binding domain	interpro	domain		PF00111,PS51085,cd00207	GO:0009055,GO:0051536
IPR001048	Aspartate/glutamate/uridylate kinase	interpro	domain		PF00696	
IPR001054	Adenylyl cyclase class-3/4/guanylyl cyclase	interpro	domain		SM00044,PF00211,PS50125	GO:0009190,GO:0035556
IPR001059	Translation elongation factor P/YeiP, central	interpro	domain		PF01132,SM01185,cd04470	GO:0003746,GO:0006414
IPR001060	FCH domain	interpro	domain		PF00611,SM00055	
IPR001064	Beta/gamma crystallin	interpro	domain		PR01367,SM00247,PF00030,PS50915	
IPR001073	C1q domain	interpro	domain		PR00007,SM00110,PF00386,PS50871	
IPR001075	NIF system FeS cluster assembly, NifU, C-terminal	interpro	domain		PF01106	GO:0005506,GO:0051536,GO:0016226
IPR001077	O-methyltransferase domain	interpro	domain		PF00891	GO:0008171
IPR001078	2-oxoacid dehydrogenase acyltransferase, catalytic domain	interpro	domain		PF00198	GO:0016746
IPR001079	Galectin, carbohydrate recognition domain	interpro	domain		SM00276,SM00908,PF00337,PS51304,cd00070	GO:0030246
IPR001083	Copper fist DNA-binding domain	interpro	domain		PS01119,PS50073,PF00649,PR00617,SM00412,SM01090	GO:0003677,GO:0003700,GO:0005507,GO:0006355,GO:0042025
IPR001086	Prephenate dehydratase	interpro	domain		PF00800,PS51171	GO:0004664,GO:0009094
IPR001087	GDSL lipase/esterase	interpro	domain		PF00657	GO:0016788
IPR001090	Ephrin receptor ligand binding domain	interpro	domain		SM00615,PF01404,PS51550	GO:0005515
IPR001093	IMP dehydrogenase/GMP reductase	interpro	domain		PF00478,cd00381	GO:0003824,GO:0055114
IPR001094	Flavodoxin-like	interpro	domain		PR00369	GO:0010181,GO:0055114
IPR001098	DNA-directed DNA polymerase, family A, palm domain	interpro	domain		PF00476,SM00482	GO:0003677,GO:0003887,GO:0006260
IPR001099	Chalcone/stilbene synthase, N-terminal	interpro	domain		PF00195	
IPR001102	Transglutaminase, N-terminal	interpro	domain		PF00868	GO:0018149
IPR001104	3-oxo-5-alpha-steroid 4-dehydrogenase, C-terminal	interpro	domain		PS50244,PF02544	GO:0016627,GO:0006629
IPR001107	Band 7 domain	interpro	domain		SM00244,PF01145	
IPR001111	TGF-beta, propeptide	interpro	domain		PF00688	
IPR001117	Multicopper oxidase, type 1	interpro	domain		PF00394	GO:0055114
IPR001119	S-layer homology domain	interpro	domain		PF00395,PS51272	
IPR001122	Flavivirus capsid protein C	interpro	domain		PF01003	GO:0005198,GO:0019028
IPR001124	Lipid-binding serum glycoprotein, C-terminal	interpro	domain		SM00329,PF02886	GO:0008289
IPR001126	UmuC domain	interpro	domain		PS50173,PF00817	GO:0006281
IPR001127	Phosphotransferase system, sugar-specific permease EIIA type 1	interpro	domain		PS00371,TIGR00830,PF00358,PS51093	GO:0009401
IPR001132	SMAD domain, Dwarfin-type	interpro	domain		SM00524,PF03166,PS51076	GO:0006355
IPR001134	Netrin domain	interpro	domain		PS50189	GO:0005515
IPR001135	NADH-quinone oxidoreductase, subunit D	interpro	domain		PF00346	GO:0016651,GO:0048038,GO:0051287,GO:0055114
IPR001138	Zn(2)-C6 fungal-type DNA-binding domain	interpro	domain		PF00172,SM00066,PS00463,PS50048,cd00067	GO:0000981,GO:0008270,GO:0006355,GO:0042025
IPR001148	Alpha carbonic anhydrase domain	interpro	domain		PF00194,PS51144,SM01057	
IPR001150	Glycine radical domain	interpro	domain		PF01228,PS51149	GO:0003824
IPR001153	Barwin domain	interpro	domain		PF00967,PR00602,PS51174	GO:0042742,GO:0050832
IPR001155	NADH:flavin oxidoreductase/NADH oxidase, N-terminal	interpro	domain		PF00724	GO:0010181,GO:0016491,GO:0055114
IPR001156	Transferrin-like domain	interpro	domain		PF00405,PR00422,SM00094,PS51408	
IPR001157	Flavivirus non-structural protein NS1	interpro	domain		PF00948	
IPR001158	DIX domain	interpro	domain		SM00021,PF00778,PS50841	
IPR001162	UvrC family homology region	interpro	domain		PF08459,PS50165	
IPR001163	LSM domain, eukaryotic/archaea-type	interpro	domain		SM00651,PF01423	
IPR001164	Arf GTPase activating protein	interpro	domain		PR00405,PF01412,SM00105,PS50115	GO:0005096
IPR001173	Glycosyltransferase 2-like	interpro	domain		PF00535,PF13632	
IPR001177	DNA helicase E1 protein, C-terminal, Papillomavirus	interpro	domain		PF00519	GO:0003677,GO:0003678,GO:0005524,GO:0006260
IPR001178	Pesticidal crystal protein, central domain	interpro	domain		PF00555	GO:0005102,GO:0009405
IPR001179	FKBP-type peptidyl-prolyl cis-trans isomerase domain	interpro	domain		PF00254,PS50059	GO:0003755
IPR001180	Citron homology (CNH) domain	interpro	domain		SM00036,PF00780,PS50219	
IPR001190	SRCR domain	interpro	domain		PR00258,PF00530,PS00420,PS50287	GO:0005044,GO:0016020
IPR001194	cDENN domain	interpro	domain		SM00799,PF02141	
IPR001199	Cytochrome b5-like heme/steroid binding domain	interpro	domain		PR00363,PF00173,PS50255,SM01117	
IPR001202	WW domain	interpro	domain		SM00456,PF00397,PF18507,PS50020,PS01159,cd00201	GO:0005515
IPR001203	Aldehyde ferredoxin oxidoreductase, C-terminal	interpro	domain		PF01314	GO:0009055,GO:0016491,GO:0016625,GO:0051536,GO:0055114
IPR001205	RNA-directed RNA polymerase,  C-terminal domain	interpro	domain		PF00680	GO:0003723,GO:0003968,GO:0006351
IPR001206	Diacylglycerol kinase, catalytic domain	interpro	domain		SM00046,PF00781,PS50146	GO:0016301
IPR001208	MCM domain	interpro	domain		PR01657,PF00493,PS50051	GO:0003677,GO:0005524,GO:0006270
IPR001212	Somatomedin B domain	interpro	domain		PF01033,SM00201,PS00524,PS50958	
IPR001214	SET domain	interpro	domain		SM00317,PF00856,PS50280	GO:0005515
IPR001220	Legume lectin domain	interpro	domain		PF00139,cd06899	GO:0030246
IPR001222	Zinc finger, TFIIS-type	interpro	domain		PF01096,PS51133,SM00440,PS00466	GO:0003676,GO:0008270,GO:0006351
IPR001223	Glycoside hydrolase family 18, catalytic domain	interpro	domain		PF00704	GO:0005975
IPR001229	Jacalin-like lectin domain	interpro	domain		PF01419,PS51752,SM00915	
IPR001236	Lactate/malate dehydrogenase, N-terminal	interpro	domain		PF00056	GO:0016491,GO:0055114
IPR001240	N-(5'phosphoribosyl) anthranilate isomerase (PRAI)	interpro	domain		PF00697,MF_00135,cd00405	GO:0004640,GO:0006568
IPR001242	Condensation domain	interpro	domain		PF00668	
IPR001245	Serine-threonine/tyrosine-protein kinase, catalytic domain	interpro	domain		PR00109,PF07714	GO:0004672,GO:0006468
IPR001247	Exoribonuclease, phosphorolytic domain 1	interpro	domain		PF01138	
IPR001251	CRAL-TRIO lipid binding domain	interpro	domain		SM00516,PF00650,PF13716,PS50191,cd00170	
IPR001254	Serine proteases, trypsin domain	interpro	domain		PF00089,SM00020,PS50240,cd00190	GO:0004252,GO:0006508
IPR001257	Parvovirus non-structural protein 1, helicase domain	interpro	domain		PF01057	GO:0019079
IPR001263	Phosphoinositide 3-kinase, accessory (PIK) domain	interpro	domain		SM00145,PF00613,PS51545	
IPR001264	Glycosyl transferase, family 51	interpro	domain		PF00912	
IPR001268	NADH:ubiquinone oxidoreductase, 30kDa subunit	interpro	domain		PF00329	GO:0008137,GO:0055114
IPR001275	DM DNA-binding domain	interpro	domain		SM00301,PS40000,PF00751,PS50809	GO:0043565,GO:0006355
IPR001279	Metallo-beta-lactamase	interpro	domain		PF00753,PF12706,PF16661,SM00849	
IPR001293	Zinc finger, TRAF-type	interpro	domain		PF02176,PF15965,PS50145	GO:0008270
IPR001296	Glycosyl transferase, family 1	interpro	domain		PF00534	
IPR001297	Phycobilisome linker domain	interpro	domain		PF00427,PS51445	GO:0015979,GO:0030089
IPR001300	Peptidase C2, calpain, catalytic domain	interpro	domain		PF00648,SM00230,PS50203,cd00044	GO:0004198,GO:0006508
IPR001303	Class II aldolase/adducin N-terminal	interpro	domain		PF00596,SM01007	
IPR001304	C-type lectin-like	interpro	domain		SM00034,PF00059,PS50041	
IPR001305	Heat shock protein DnaJ, cysteine-rich domain	interpro	domain		PF00684,cd10719,PS51188	GO:0031072,GO:0051082
IPR001309	Peptidase C14,  p20 domain	interpro	domain		PS50208	GO:0004197,GO:0006508
IPR001315	CARD domain	interpro	domain		SM00114,PF00619,PS50209	GO:0042981
IPR001320	Ionotropic glutamate receptor	interpro	domain		SM00079,PF00060	GO:0015276,GO:0016020
IPR001322	Lamin tail domain	interpro	domain		PF00932,PS51841	
IPR001339	mRNA capping enzyme, catalytic domain	interpro	domain		PF01331	GO:0004484,GO:0006370
IPR001341	Aspartate kinase	interpro	domain		TIGR00657	GO:0004072,GO:0008652
IPR001342	Homoserine dehydrogenase, catalytic	interpro	domain		PF00742	GO:0006520,GO:0055114
IPR001346	Interferon regulatory factor DNA-binding domain	interpro	domain		PR00267,PTHR11949,PTHR11963:SF20,PS51507,SM00348,PF00605,cd00103	GO:0000976
IPR001347	Sugar isomerase (SIS)	interpro	domain		PS51464,PF01380,PF13580	GO:0097367,GO:1901135
IPR001351	Ribosomal protein S3, C-terminal	interpro	domain		PF00189	GO:0003735,GO:0006412
IPR001356	Homeobox domain	interpro	domain		PF00046,SM00389,PS50071,cd00086	GO:0003677
IPR001357	BRCT domain	interpro	domain		SM00292,PF00533,PF16589,PF16770,PF12738,PS50172	
IPR001365	Adenosine/AMP deaminase domain	interpro	domain		PF00962	GO:0019239
IPR001367	Iron dependent repressor, metal binding and dimerisation domain	interpro	domain		PF02742	GO:0046914,GO:0046983
IPR001368	TNFR/NGFR cysteine-rich region	interpro	domain		PF00020,SM00208,PS00652,PS50050	GO:0005515
IPR001373	Cullin, N-terminal	interpro	domain		PF00888	GO:0031625,GO:0006511
IPR001374	R3H domain	interpro	domain		SM00393,PF01424,PS51061	GO:0003676
IPR001375	Peptidase S9, prolyl oligopeptidase, catalytic domain	interpro	domain		PF00326	GO:0008236,GO:0006508
IPR001387	Cro/C1-type helix-turn-helix domain	interpro	domain		SM00530,PF01381,PF13443,PF12844,PS50943,cd00093	
IPR001394	Peptidase C19, ubiquitin carboxyl-terminal hydrolase	interpro	domain		PF00443	GO:0036459,GO:0016579
IPR001401	Dynamin, GTPase domain	interpro	domain		SM00053,cd08771	GO:0003924,GO:0005525
IPR001403	Parvovirus coat protein VP2	interpro	domain		PF00740	GO:0005198,GO:0019028
IPR001424	Superoxide dismutase, copper/zinc binding domain	interpro	domain		PR00068,PF00080,cd00305	GO:0046872,GO:0006801
IPR001433	Oxidoreductase FAD/NAD(P)-binding	interpro	domain		PF00175	GO:0016491,GO:0055114
IPR001434	Domain of unknown function DUF11	interpro	domain		TIGR01451,PF01345	
IPR001437	Transcription elongation factor, GreA/GreB, C-terminal	interpro	domain		PF01272	GO:0003677,GO:0032784
IPR001442	Collagen IV, non-collagenous	interpro	domain		SM00111,PF01413,PS51403	GO:0005201,GO:0005581
IPR001444	Flagellar basal body rod protein, N-terminal	interpro	domain		PF00460	GO:0071973
IPR001452	SH3 domain	interpro	domain		PR00452,SM00326,PF00018,PF07653,PF14604,PS50002	GO:0005515
IPR001453	MoaB/Mog domain	interpro	domain		TIGR00177,PF00994,SM00852,cd00885,cd00886	
IPR001455	TusA-like domain	interpro	domain		PF01206,PS01148	
IPR001460	Penicillin-binding protein, transpeptidase	interpro	domain		PF00905	GO:0008658
IPR001462	Hepadnaviral P protein, C-terminal	interpro	domain		PF00336	GO:0004523
IPR001466	Beta-lactamase-related	interpro	domain		PF00144	
IPR001471	AP2/ERF domain	interpro	domain		PF00847,PR00367,SM00380,PS51032,cd00018	GO:0003700,GO:0006355
IPR001478	PDZ domain	interpro	domain		PF00595,PF13180,SM00228,PS50106	GO:0005515
IPR001480	Bulb-type lectin domain	interpro	domain		SM00108,PF01453,PS50927,cd00028	
IPR001482	Type II/IV secretion system protein	interpro	domain		PS00662,PF00437	
IPR001487	Bromodomain	interpro	domain		PR00503,SM00297,PF00439,PS50014	GO:0005515
IPR001490	Hepatitis C virus non-structural protein NS4b	interpro	domain		PF01001	GO:0003968,GO:0004197,GO:0004252,GO:0017111
IPR001494	Importin-beta, N-terminal domain	interpro	domain		PF03810,SM00913,PS50166	GO:0008536,GO:0006886
IPR001496	SOCS box domain	interpro	domain		PF07525,SM00253,SM00969,PS50225	
IPR001498	Impact, N-terminal	interpro	domain		PF01205	
IPR001506	Peptidase M12A	interpro	domain		PR00480,PF01400	GO:0004222,GO:0006508
IPR001507	Zona pellucida domain	interpro	domain		PR00023,PF00100,SM00241,PS51034	
IPR001509	NAD-dependent epimerase/dehydratase	interpro	domain		PF01370	GO:0003824
IPR001510	Zinc finger, PARP-type	interpro	domain		PF00645,PS00347,PS50064,SM01336	GO:0003677,GO:0008270
IPR001516	NADH-Ubiquinone oxidoreductase (complex I), chain 5 N-terminal	interpro	domain		PF00662	
IPR001523	Paired domain	interpro	domain		PF00292,PR00027,SM00351,PS51057,cd00131	GO:0003677,GO:0006355
IPR001528	Flavivirus non-structural protein NS4B	interpro	domain		PF01349	
IPR001529	DNA-directed RNA polymerase, M/15kDa subunit	interpro	domain		PF02150,SM00661	GO:0006351
IPR001531	Zinc-dependent phospholipase C	interpro	domain		PR00479,SM00770,PS00384,PS51346,cd11009	GO:0004629,GO:0008270
IPR001537	tRNA/rRNA methyltransferase, SpoU type	interpro	domain		PF00588	GO:0003723,GO:0008173,GO:0006396
IPR001538	Mannose-6-phosphate isomerase, type II, C-terminal	interpro	domain		PF01050	GO:0016779,GO:0005976
IPR001542	Defensin, invertebrate/fungal	interpro	domain		PF01097,PS51378	GO:0006952
IPR001543	Surface presentation of antigen (SpoA)	interpro	domain		PF01052	
IPR001547	Glycoside hydrolase, family 5	interpro	domain		PF00150	GO:0004553,GO:0005975
IPR001561	Influenza matrix M1, N-terminal	interpro	domain		PF00598	GO:0003723,GO:0005198
IPR001565	Synaptotagmin	interpro	domain		PR00399	GO:0016020
IPR001567	Peptidase M3A/M3B catalytic domain	interpro	domain		PF01432	GO:0004222,GO:0006508
IPR001570	Peptidase M4, C-terminal	interpro	domain		PF02868	GO:0004222
IPR001573	Protein kinase A anchoring, WSK motif	interpro	domain		PF03832	GO:0006605,GO:0007165
IPR001578	Peptidase C12, ubiquitin carboxyl-terminal hydrolase	interpro	domain		PS00140,PR00707,PTHR10589,PF01088	GO:0004843,GO:0006511
IPR001584	Integrase, catalytic core	interpro	domain		PF00665,PF13683,PF13333,PS50994	GO:0015074
IPR001590	Peptidase M12B, ADAM/reprolysin	interpro	domain		PF01421,PS50215	GO:0004222,GO:0006508
IPR001594	Palmitoyltransferase, DHHC domain	interpro	domain		PF01529	GO:0016409
IPR001597	Aromatic amino acid beta-eliminating lyase/threonine aldolase	interpro	domain		PF01212	GO:0016829,GO:0006520
IPR001599	Alpha-2-macroglobulin	interpro	domain		PF00207,SM01360	GO:0004866
IPR001604	DNA/RNA non-specific endonuclease	interpro	domain		PF01223,SM00892	GO:0003676,GO:0016787,GO:0046872
IPR001605	Pleckstrin homology domain, spectrin-type	interpro	domain		PR00683	GO:0005515,GO:0005543
IPR001606	ARID DNA-binding domain	interpro	domain		SM00501,PF01388,PS51011	GO:0003677
IPR001607	Zinc finger, UBP-type	interpro	domain		PF02148,SM00290,PS50271	GO:0008270
IPR001608	Alanine racemase, N-terminal	interpro	domain		PF01168	
IPR001609	Myosin head, motor domain	interpro	domain		PR00193,PF00063,SM00242,PS51456	GO:0003774,GO:0005524,GO:0016459
IPR001623	DnaJ domain	interpro	domain		SM00271,PF00226,cd06257,PR00625,PS50076	
IPR001627	Sema domain	interpro	domain		SM00630,PF01403,PS51004	GO:0005515
IPR001628	Zinc finger, nuclear hormone receptor-type	interpro	domain		PR00047,SM00399,PF00105,PS00031,PS51030	GO:0003700,GO:0008270,GO:0043565,GO:0006355
IPR001632	G-protein, beta subunit	interpro	domain		PR00319	
IPR001633	EAL domain	interpro	domain		SM00052,PF00563,PS50883,cd01948	
IPR001638	Solute-binding protein  family 3/N-terminal domain of MltF	interpro	domain		PF00497,SM00062	
IPR001641	Spumavirus aspartic protease A9	interpro	domain		PR00920,PF03539,PS51531	GO:0004190,GO:0006508
IPR001647	DNA-binding HTH domain, TetR-type	interpro	domain		PF00440,PR00455,PS50977	GO:0003677
IPR001650	Helicase, C-terminal	interpro	domain		SM00490,PF00271,PS51194	
IPR001651	Gastrin/cholecystokinin peptide hormone	interpro	domain		PF00918	GO:0005179,GO:0005576
IPR001660	Sterile alpha motif domain	interpro	domain		SM00454,PF00536,PF07647,PS50105	GO:0005515
IPR001662	Elongation factor 1B gamma, C-terminal	interpro	domain		PF00647,PS50040,SM01183	GO:0003746,GO:0006414
IPR001663	Aromatic-ring-hydroxylating dioxygenase, alpha subunit	interpro	domain		PR00090	GO:0051537,GO:0044237,GO:0055114
IPR001665	Norovirus peptidase C37	interpro	domain		PR00917,PF05416,PS51537	GO:0004197,GO:0006508
IPR001667	DDH domain	interpro	domain		PF01368	
IPR001670	Alcohol dehydrogenase, iron-type/glycerol dehydrogenase GldA	interpro	domain		PF00465	GO:0016491,GO:0046872,GO:0055114
IPR001674	GMP synthase, C-terminal	interpro	domain		TIGR00884,PF00958,cd01997	GO:0003922,GO:0005524,GO:0006164,GO:0006177
IPR001676	Picornavirus capsid	interpro	domain		PF00073	GO:0005198,GO:0019028
IPR001677	Transferrin-binding protein, C-lobe/N-lobe beta barrel domain	interpro	domain		PF01298	
IPR001678	SAM-dependent methyltransferase RsmB/NOP2-type	interpro	domain		PF01189,PS51686	GO:0008168
IPR001683	Phox homologous domain	interpro	domain		PF00787,SM00312,PS50195	GO:0035091
IPR001693	Calcitonin peptide-like	interpro	domain		SM00113	GO:0005179,GO:0005576
IPR001709	Flavoprotein pyridine nucleotide cytochrome reductase	interpro	domain		PR00371	GO:0016491,GO:0055114
IPR001711	Phospholipase C, phosphatidylinositol-specific, Y domain	interpro	domain		SM00149,PF00387,PS50008	GO:0004435,GO:0006629,GO:0007165,GO:0035556
IPR001715	Calponin homology domain	interpro	domain		SM00033,PF00307,PS50021,cd00014	GO:0005515
IPR001721	Threonine dehydratase, ACT-like domain	interpro	domain		PF00585,PS51672	
IPR001730	Potyvirus NIa protease (NIa-pro) domain	interpro	domain		PR00966,PF00863,PS51436	GO:0008234,GO:0006508
IPR001732	UDP-glucose/GDP-mannose dehydrogenase, N-terminal	interpro	domain		PF03721	GO:0016616,GO:0051287,GO:0055114
IPR001736	Phospholipase D/Transphosphatidylase	interpro	domain		SM00155,PF00614,PS50035	GO:0003824
IPR001739	Methyl-CpG DNA binding	interpro	domain		SM00391,PF01429,PS50982	GO:0003677,GO:0042025
IPR001747	Lipid transport protein, N-terminal	interpro	domain		SM00638,PF01347,PS51211	GO:0005319,GO:0006869
IPR001750	NADH:quinone oxidoreductase/Mrp antiporter, membrane subunit	interpro	domain		PF00361	
IPR001752	Kinesin motor domain	interpro	domain		PR00380,PF00225,SM00129,PS50067	GO:0003777,GO:0005524,GO:0008017,GO:0007018
IPR001754	Orotidine 5'-phosphate decarboxylase domain	interpro	domain		PF00215,SM00934	GO:0004590,GO:0006207
IPR001761	Periplasmic binding protein/LacI sugar binding domain	interpro	domain		PF00532	
IPR001762	Disintegrin domain	interpro	domain		PR00289,PF00200,SM00050,PS50214	
IPR001763	Rhodanese-like domain	interpro	domain		SM00450,PF00581,PS50206	
IPR001764	Glycoside hydrolase, family 3, N-terminal	interpro	domain		PR00133,PF00933	GO:0004553,GO:0005975
IPR001766	Fork head domain	interpro	domain		PR00053,SM00339,PF00250,PS50039,cd00059	GO:0003700,GO:0043565,GO:0006355
IPR001767	Hedgehog protein, Hint domain	interpro	domain		PF01079	GO:0016540
IPR001769	Gingipain	interpro	domain		PF01364	GO:0008234,GO:0006508
IPR001772	Kinase associated domain 1 (KA1)	interpro	domain		PF02149,PS50032	
IPR001774	Delta/Serrate/lag-2 (DSL) protein	interpro	domain		SM00051,PF01414,PS51051	GO:0007154,GO:0016020
IPR001781	Zinc finger, LIM-type	interpro	domain		PF00412,SM00132,PS50023,PS00478	
IPR001788	Tymovirus, RNA-dependent RNA polymerase	interpro	domain		PF00978	GO:0003723,GO:0003968,GO:0006351
IPR001789	Signal transduction response regulator, receiver domain	interpro	domain		SM00448,PF00072,PS50110,cd00156	GO:0000160
