Accession	Name	Source Database	Type	Integrated Into	Integrated Signatures	GO Terms
IPR013328	6-phosphogluconate dehydrogenase, domain 2	interpro	homologous_superfamily		G3DSA:1.10.1040.10	GO:0016491,GO:0055114
IPR013518	Potassium channel, inwardly rectifying, Kir, cytoplasmic	interpro	homologous_superfamily		G3DSA:2.60.40.1400	
IPR013523	Histone acetyltransferase HAT1, C-terminal	interpro	homologous_superfamily		G3DSA:1.10.10.390	GO:0042393
IPR013755	Flaviviral glycoprotein E, central domain, subdomain 1	interpro	homologous_superfamily		G3DSA:3.30.387.10	
IPR013756	Flaviviral glycoprotein E, central domain, subdomain 2	interpro	homologous_superfamily		G3DSA:3.30.67.10	
IPR013757	Type IIA DNA topoisomerase subunit A, alpha-helical domain superfamily	interpro	homologous_superfamily		G3DSA:1.10.268.10	GO:0003677,GO:0003918,GO:0005524
IPR013758	DNA topoisomerase, type IIA, subunit A/ C-terminal, alpha-beta	interpro	homologous_superfamily		G3DSA:3.90.199.10	GO:0003677,GO:0003918,GO:0005524,GO:0006259,GO:0006265
IPR013759	DNA topoisomerase, type IIA, subunit B, C-terminal	interpro	homologous_superfamily		G3DSA:3.40.50.670	GO:0003677,GO:0003918,GO:0005524,GO:0006265
IPR013760	DNA topoisomerase, type IIA-like domain superfamily	interpro	homologous_superfamily		SSF56719	GO:0003918,GO:0005524
IPR013761	Sterile alpha motif/pointed domain superfamily	interpro	homologous_superfamily		SSF47769,G3DSA:1.10.150.50	
IPR013762	Integrase-like, catalytic domain superfamily	interpro	homologous_superfamily		G3DSA:1.10.443.10	GO:0003677,GO:0006310,GO:0015074
IPR013780	Glycosyl hydrolase, all-beta	interpro	homologous_superfamily		G3DSA:2.60.40.1180	
IPR013783	Immunoglobulin-like fold	interpro	homologous_superfamily		G3DSA:2.60.40.10	
IPR013784	Carbohydrate-binding-like fold	interpro	homologous_superfamily		SSF49452	GO:0030246
IPR013785	Aldolase-type TIM barrel	interpro	homologous_superfamily		G3DSA:3.20.20.70	GO:0003824
IPR013792	RNA 3'-terminal phosphate cyclase/enolpyruvate transferase, alpha/beta	interpro	homologous_superfamily		SSF55205	GO:0003824
IPR013805	GrpE nucleotide exchange factor, coiled-coil	interpro	homologous_superfamily		G3DSA:3.90.20.20,SSF58014	
IPR013806	Kringle-like fold	interpro	homologous_superfamily		SSF57440	
IPR013815	ATP-grasp fold, subdomain 1	interpro	homologous_superfamily		G3DSA:3.30.1490.20	GO:0005524
IPR013824	DNA topoisomerase, type IA, central region, subdomain 1	interpro	homologous_superfamily		G3DSA:1.10.460.10	
IPR013825	DNA topoisomerase, type IA, central region, subdomain 2	interpro	homologous_superfamily		G3DSA:2.70.20.10	
IPR013826	DNA topoisomerase, type IA, central region, subdomain 3	interpro	homologous_superfamily		G3DSA:1.10.290.10	
IPR013828	Haemagglutinin, HA1 chain, alpha/beta domain superfamily	interpro	homologous_superfamily		G3DSA:3.90.209.20	GO:0046789,GO:0019064
IPR013833	Cytochrome c oxidase, subunit III, 4-helical bundle	interpro	homologous_superfamily		G3DSA:1.20.120.80	GO:0004129,GO:0022904,GO:0016020
IPR013834	Bacteriophage, G3P, N2-domain superfamily	interpro	homologous_superfamily		G3DSA:3.90.450.1	GO:0009405,GO:0019028
IPR013984	Aldehyde ferredoxin oxidoreductase, domain 2	interpro	homologous_superfamily		G3DSA:1.10.569.10	
IPR013985	Aldehyde ferredoxin oxidoreductase, domain 3	interpro	homologous_superfamily		G3DSA:1.10.599.10	GO:0016625,GO:0051536,GO:0055114
IPR013986	DExx box DNA helicase domain superfamily	interpro	homologous_superfamily		G3DSA:1.10.10.160	
IPR014041	ESCRT-II complex, Vps25 subunit, N-terminal winged helix	interpro	homologous_superfamily		G3DSA:1.10.10.570	
IPR014042	Glutathione synthase, alpha-helical	interpro	homologous_superfamily		G3DSA:1.10.1080.10	GO:0004363,GO:0005524,GO:0016874,GO:0006750
IPR014049	Glutathione synthase, N-terminal, eukaryotic	interpro	homologous_superfamily		G3DSA:3.30.1490.80	GO:0004363,GO:0005524
IPR014347	Tautomerase/MIF superfamily	interpro	homologous_superfamily		G3DSA:3.30.429.10,SSF55331	
IPR014352	FERM/acyl-CoA-binding protein superfamily	interpro	homologous_superfamily		G3DSA:1.20.80.10	
IPR014709	Glutathione synthase, C-terminal, eukaryotic	interpro	homologous_superfamily		G3DSA:3.30.1490.50	
IPR014710	RmlC-like jelly roll fold	interpro	homologous_superfamily		G3DSA:2.60.120.10	
IPR014711	DNA topoisomerase I, catalytic core, alpha-helical subdomain, eukaryotic-type	interpro	homologous_superfamily		G3DSA:3.90.15.10	GO:0003677,GO:0003917,GO:0006265
IPR014712	Phosphoinositide-binding clathrin adaptor, domain 2	interpro	homologous_superfamily		G3DSA:1.20.58.150	GO:0005545,GO:0030276,GO:0048268,GO:0030136
IPR014714	Glutamate mutase E subunit, C-terminal domain superfamily	interpro	homologous_superfamily		G3DSA:3.90.970.10	GO:0016866,GO:0031419,GO:0019670
IPR014715	Fibrinogen, alpha/beta/gamma chain, C-terminal globular, subdomain 2	interpro	homologous_superfamily		G3DSA:4.10.530.10	
IPR014716	Fibrinogen, alpha/beta/gamma chain, C-terminal globular, subdomain 1	interpro	homologous_superfamily		G3DSA:3.90.215.10	
IPR014717	Translation elongation factor EF1B/ribosomal protein S6	interpro	homologous_superfamily		G3DSA:3.30.70.60	
IPR014718	Glycoside hydrolase-type carbohydrate-binding	interpro	homologous_superfamily		G3DSA:2.70.98.10	GO:0030246
IPR014719	Ribosomal protein L7/L12, C-terminal/adaptor protein ClpS-like	interpro	homologous_superfamily		SSF54736,G3DSA:3.30.1390.10	
IPR014721	Ribosomal protein S5 domain 2-type fold, subgroup	interpro	homologous_superfamily		G3DSA:3.30.230.10	
IPR014722	Ribosomal protein L2, domain 2	interpro	homologous_superfamily		G3DSA:2.30.30.30	
IPR014724	RNA polymerase Rpb2, OB-fold	interpro	homologous_superfamily		G3DSA:2.40.50.150	GO:0003899
IPR014726	Ribosomal protein L2, domain 3	interpro	homologous_superfamily		G3DSA:4.10.950.10	
IPR014727	DNA topoisomerase I, catalytic core, alpha/beta subdomain	interpro	homologous_superfamily		G3DSA:1.10.132.10	GO:0003677,GO:0003917,GO:0006265,GO:0005694
IPR014729	Rossmann-like alpha/beta/alpha sandwich fold	interpro	homologous_superfamily		G3DSA:3.40.50.620	
IPR014736	Transposase, Tn5-like, core	interpro	homologous_superfamily		G3DSA:3.90.350.10	
IPR014737	Transposase, Tn5-like, C-terminal	interpro	homologous_superfamily		G3DSA:1.10.740.10	
IPR014739	Channel forming colicin, N-terminal domain superfamily	interpro	homologous_superfamily		SSF58096	GO:0019835,GO:0050829,GO:0016021
IPR014743	Chloride channel, core	interpro	homologous_superfamily		SSF81340,G3DSA:1.10.3080.10	
IPR014745	MHC class II, alpha/beta chain, N-terminal	interpro	homologous_superfamily		G3DSA:3.10.320.10	GO:0006955,GO:0019882,GO:0016020,GO:0042613
IPR014746	Glutamine synthetase/guanido kinase, catalytic domain	interpro	homologous_superfamily		SSF55931	GO:0003824
IPR014747	Bacterial photosynthetic reaction centre, H-chain, C-terminal	interpro	homologous_superfamily		G3DSA:3.90.50.10	GO:0045156,GO:0019684,GO:0030077
IPR014748	Enoyl-CoA hydratase, C-terminal	interpro	homologous_superfamily		G3DSA:1.10.12.10	
IPR014749	Herpesvirus US2, cytomegalovirus-type	interpro	homologous_superfamily		G3DSA:2.60.40.1200	GO:0030683,GO:0044165
IPR014752	Arrestin, C-terminal	interpro	homologous_superfamily		G3DSA:2.60.40.640	
IPR014753	Arrestin, N-terminal	interpro	homologous_superfamily		G3DSA:2.60.40.840	GO:0007165
IPR014756	Immunoglobulin E-set	interpro	homologous_superfamily		SSF81296	
IPR014776	Tetrapyrrole methylase, subdomain 2	interpro	homologous_superfamily		G3DSA:3.30.950.10	GO:0008168
IPR014777	Tetrapyrrole methylase, subdomain 1	interpro	homologous_superfamily		G3DSA:3.40.1010.10	GO:0008168
IPR014784	Copper type II, ascorbate-dependent monooxygenase-like, C-terminal	interpro	homologous_superfamily		G3DSA:2.60.120.230	GO:0016715,GO:0055114
IPR015300	DNA-binding pseudobarrel domain superfamily	interpro	homologous_superfamily		G3DSA:2.40.330.10,SSF101936	
IPR015421	Pyridoxal phosphate-dependent transferase, major domain	interpro	homologous_superfamily		G3DSA:3.40.640.10	GO:0003824
IPR015422	Pyridoxal phosphate-dependent transferase domain 1	interpro	homologous_superfamily		G3DSA:3.90.1150.10	GO:0003824
IPR015423	Influenza matrix M1, N-terminal subdomain 1	interpro	homologous_superfamily		G3DSA:1.20.91.10	
IPR015424	Pyridoxal phosphate-dependent transferase	interpro	homologous_superfamily		SSF53383	
IPR015791	Antimicrobial/protein inhibitor, gamma-crystallin-like	interpro	homologous_superfamily		G3DSA:2.60.20.30	
IPR015797	NUDIX hydrolase-like domain superfamily	interpro	homologous_superfamily		SSF55811	GO:0016787
IPR015799	Influenza matrix M1, N-terminal subdomain 2	interpro	homologous_superfamily		G3DSA:1.10.10.180	GO:0003723,GO:0005198
IPR015806	Pyruvate kinase, insert domain superfamily	interpro	homologous_superfamily		G3DSA:2.40.33.10	GO:0004743,GO:0006096
IPR015811	Methyl-coenzyme M reductase, alpha subunit, N-terminal subdomain 1	interpro	homologous_superfamily		G3DSA:3.90.390.10	GO:0050524,GO:0015948
IPR015813	Pyruvate/Phosphoenolpyruvate kinase-like domain superfamily	interpro	homologous_superfamily		SSF51621	GO:0003824
IPR015816	Vitellinogen, beta-sheet N-terminal	interpro	homologous_superfamily		G3DSA:2.30.230.10	GO:0005319,GO:0006869
IPR015817	Vitellinogen, open beta-sheet, subdomain 1	interpro	homologous_superfamily		G3DSA:2.20.50.20	GO:0005319
IPR015819	Lipid transport protein, beta-sheet shell	interpro	homologous_superfamily		SSF56968	GO:0005319,GO:0006869
IPR015823	Methyl-coenzyme M reductase, alpha subunit, N-terminal subdomain 2	interpro	homologous_superfamily		G3DSA:3.30.70.470	GO:0050524,GO:0015948
IPR015824	Phosphoglycerate kinase, N-terminal	interpro	homologous_superfamily		G3DSA:3.40.50.1260	GO:0004618,GO:0006096
IPR015867	Nitrogen regulatory protein PII/ATP phosphoribosyltransferase, C-terminal	interpro	homologous_superfamily		G3DSA:3.30.70.120	
IPR015870	UDP-3-O-acyl N-acetylglucosamine deacetylase, N-terminal	interpro	homologous_superfamily		G3DSA:3.30.230.20	GO:0008759,GO:0009245
IPR015889	Intradiol ring-cleavage dioxygenase, core	interpro	homologous_superfamily		SSF49482,G3DSA:2.60.130.10	GO:0005506,GO:0016702,GO:0055114
IPR015915	Kelch-type beta propeller	interpro	homologous_superfamily		G3DSA:2.120.10.80,SSF117281	GO:0005515
IPR015919	Cadherin-like superfamily	interpro	homologous_superfamily		SSF49313	GO:0005509,GO:0016020
IPR015926	Cytolysin/lectin	interpro	homologous_superfamily		SSF63724,G3DSA:2.60.270.20	
IPR015928	Aconitase/3-isopropylmalate dehydratase, swivel	interpro	homologous_superfamily		G3DSA:3.20.19.10	
IPR015931	Aconitase/3-isopropylmalate dehydratase large subunit, alpha/beta/alpha, subdomain 1/3	interpro	homologous_superfamily		G3DSA:3.30.499.10	
IPR015932	Aconitase, domain 2	interpro	homologous_superfamily		G3DSA:3.40.1060.10	
IPR015943	WD40/YVTN repeat-like-containing domain superfamily	interpro	homologous_superfamily		G3DSA:2.130.10.10	GO:0005515
IPR015946	K homology domain-like, alpha/beta	interpro	homologous_superfamily		G3DSA:3.30.300.20	
IPR015947	PUA-like superfamily	interpro	homologous_superfamily		SSF88697	
IPR015948	Bacteriophage PRD1, P2, C-terminal	interpro	homologous_superfamily		G3DSA:2.105.10.10	
IPR015949	Bacteriophage PRD1, P2, N-terminal	interpro	homologous_superfamily		G3DSA:2.70.250.10	
IPR015950	Chemokine-binding M3, subdomain 1, viral	interpro	homologous_superfamily		G3DSA:2.60.40.1330	GO:0019956
IPR015951	Chemokine-binding M3, subdomain 2, viral	interpro	homologous_superfamily		G3DSA:2.60.40.1340	GO:0019956
IPR015952	Methane monooxygenase, gamma chain, domain 1	interpro	homologous_superfamily		G3DSA:1.20.1280.10	GO:0015049,GO:0015947
IPR015953	Methane monooxygenase, gamma chain, domain 2	interpro	homologous_superfamily		G3DSA:1.20.1280.30	GO:0015049,GO:0015947
IPR015954	Bacteriophage RNA-type, capsid	interpro	homologous_superfamily		SSF55405,G3DSA:3.30.380.10	
IPR015955	Lactate dehydrogenase/glycoside hydrolase, family 4, C-terminal	interpro	homologous_superfamily		SSF56327,G3DSA:3.90.110.10	GO:0003824,GO:0016616,GO:0005975,GO:0055114
IPR015956	Penicillin-binding protein, C-terminal domain superfamily	interpro	homologous_superfamily		SSF69189	GO:0004180,GO:0006508
IPR015960	Mu1 membrane penetration protein, subdomain 3	interpro	homologous_superfamily		G3DSA:2.60.120.420	GO:0009405,GO:0046718
IPR015961	Mu1 membrane penetration protein, subdomain 1	interpro	homologous_superfamily		G3DSA:3.90.1370.10	GO:0009405,GO:0046718
IPR015962	Mu1 membrane penetration protein, subdomain 2	interpro	homologous_superfamily		G3DSA:1.10.2040.10	GO:0009405,GO:0046718
IPR015969	P40 nucleoprotein, subdomain 1, Borna disease virus	interpro	homologous_superfamily		G3DSA:1.10.3040.10	
IPR015972	Ribosomal protein L19/L19e, domain 1	interpro	homologous_superfamily		G3DSA:1.10.1650.10	GO:0003735,GO:0006412,GO:0005840
IPR015973	Ribosomal protein L19/L19e, domain 2	interpro	homologous_superfamily		G3DSA:1.20.5.560	GO:0003735,GO:0006412
IPR015974	Ribosomal protein L19/L19e, domain 3	interpro	homologous_superfamily		G3DSA:1.10.1200.60	GO:0003735,GO:0006412
IPR015976	Bacteriophage T4, Gp11, C-terminal	interpro	homologous_superfamily		G3DSA:3.90.1160.10	
IPR015982	Baseplate structural protein Gp11, N-terminal domain superfamily	interpro	homologous_superfamily		G3DSA:1.10.286.30	
IPR015988	STAT transcription factor, coiled coil	interpro	homologous_superfamily		SSF47655	GO:0006355,GO:0007165
IPR016020	Translation initiation factor 3, subunit 12, N-terminal, eukaryotic	interpro	homologous_superfamily		G3DSA:1.25.40.250	GO:0003743,GO:0043022,GO:0006446,GO:0005852
IPR016021	MIF4G-like domain superfamily	interpro	homologous_superfamily		G3DSA:1.25.40.180	
IPR016024	Armadillo-type fold	interpro	homologous_superfamily		SSF48371	
IPR016025	Clathrin heavy chain, N-terminal	interpro	homologous_superfamily		G3DSA:2.130.10.110,SSF50989	GO:0005198,GO:0006886,GO:0016192,GO:0030130,GO:0030132
IPR016029	Inner layer core protein VP3, Reovirus	interpro	homologous_superfamily		SSF56831	GO:0005198
IPR016031	Tryptophan RNA-binding attenuator protein-like domain superfamily	interpro	homologous_superfamily		SSF51219,G3DSA:2.60.40.50	
IPR016032	Signal transduction response regulator, C-terminal effector	interpro	homologous_superfamily		SSF46894	GO:0003677,GO:0006355
IPR016035	Acyl transferase/acyl hydrolase/lysophospholipase	interpro	homologous_superfamily		SSF52151	
IPR016036	Malonyl-CoA ACP transacylase, ACP-binding	interpro	homologous_superfamily		SSF55048	
IPR016039	Thiolase-like	interpro	homologous_superfamily		SSF53901,G3DSA:3.40.47.10	GO:0003824
IPR016055	Alpha-D-phosphohexomutase, alpha/beta/alpha I/II/III	interpro	homologous_superfamily		SSF53738	GO:0016868,GO:0005975
IPR016056	Pheromone Er-23, protozoan	interpro	homologous_superfamily		SSF69964	
IPR016057	Pheromone Er-2/Er-23, protozoan	interpro	homologous_superfamily		G3DSA:1.10.10.190	GO:0000772
IPR016058	Pheromone Er-1, protozoan	interpro	homologous_superfamily		G3DSA:1.20.50.10	
IPR016064	NAD kinase/diacylglycerol kinase-like domain superfamily	interpro	homologous_superfamily		SSF111331	
IPR016067	S-adenosylmethionine decarboxylase, core	interpro	homologous_superfamily		SSF56276	GO:0004014,GO:0008295
IPR016068	Translin, N-terminal	interpro	homologous_superfamily		G3DSA:1.20.58.190	GO:0043565
IPR016069	Translin, C-terminal	interpro	homologous_superfamily		G3DSA:1.20.58.200	GO:0043565
IPR016075	RNA polymerase, phosphoprotein P, C-terminal XD, paramyxovirinae	interpro	homologous_superfamily		SSF101089	GO:0003723,GO:0003968,GO:0006351,GO:0019079
IPR016084	Haem oxygenase-like, multi-helical	interpro	homologous_superfamily		SSF48613,G3DSA:1.20.910.10	
IPR016085	Protease inhibitor, beta-barrel domain	interpro	homologous_superfamily		SSF50882	GO:0004866
IPR016088	Chalcone isomerase, 3-layer sandwich	interpro	homologous_superfamily		G3DSA:3.50.70.10	
IPR016089	Chalcone isomerase, orthogonal bundle domain superfamily	interpro	homologous_superfamily		G3DSA:1.10.890.20	
IPR016091	Superantigen toxin, C-terminal	interpro	homologous_superfamily		SSF54334	GO:0009405,GO:0005576
IPR016095	Ribosomal protein L1, 3-layer alpha/beta-sandwich	interpro	homologous_superfamily		G3DSA:3.40.50.790	
IPR016098	Cyclase-associated protein CAP/septum formation inhibitor MinC, C-terminal	interpro	homologous_superfamily		G3DSA:2.160.20.70	GO:0000902
IPR016099	Prismane-like, alpha/beta-sandwich	interpro	homologous_superfamily		G3DSA:3.40.50.2030	GO:0003824,GO:0055114
IPR016100	Prismane, alpha-bundle	interpro	homologous_superfamily		G3DSA:1.20.1270.20	GO:0003824,GO:0055114
IPR016101	CO dehydrogenase, alpha-bundle	interpro	homologous_superfamily		G3DSA:1.20.1270.30	GO:0016151,GO:0018492,GO:0051539,GO:0006091,GO:0055114
IPR016102	Succinyl-CoA synthetase-like	interpro	homologous_superfamily		SSF52210,G3DSA:3.40.50.261	
IPR016104	Pyruvoyl-dependent histidine/arginine decarboxylase	interpro	homologous_superfamily		SSF56271	GO:0016831,GO:0006520
IPR016105	Pyruvoyl-dependent histidine/arginine decarboxylase, 3-layer sandwich domain	interpro	homologous_superfamily		G3DSA:3.50.20.10	GO:0016831,GO:0006520
IPR016106	Histidine decarboxylase proenzyme, N-terminal	interpro	homologous_superfamily		G3DSA:4.10.510.10	GO:0004398
IPR016111	Hexon coat protein, subdomain 4	interpro	homologous_superfamily		G3DSA:2.70.9.10	
IPR016112	Group II dsDNA virus coat/capsid protein	interpro	homologous_superfamily		SSF49749	
IPR016115	Bacteriophage PRD1, P3, N-terminal	interpro	homologous_superfamily		G3DSA:2.70.9.30	
IPR016117	ArgJ-like domain superfamily	interpro	homologous_superfamily		SSF56266	
IPR016119	Bromoperoxidase/chloroperoxidase C-terminal	interpro	homologous_superfamily		G3DSA:1.10.606.10	GO:0004601,GO:0055114
IPR016120	Signal transduction histidine kinase, sporulation regulator SpoOB	interpro	homologous_superfamily		SSF55890	GO:0000155,GO:0016772,GO:0000160
IPR016123	Mog1/PsbP, alpha/beta/alpha sandwich	interpro	homologous_superfamily		G3DSA:3.40.1000.10,SSF55724	
IPR016133	Insect cysteine-rich antifreeze protein	interpro	homologous_superfamily		G3DSA:2.160.20.50,SSF51156	
IPR016135	Ubiquitin-conjugating enzyme/RWD-like	interpro	homologous_superfamily		G3DSA:3.10.110.10,SSF54495	
